address,suburb,lot_area_sqm,centroid_lat,centroid_lon,is_corner_lot,n_vertices,size_flag,zone,is_heritage,is_foreshore,is_reservation,is_acid_sulfate,drop_reason,verified_clean
1 Lindfield Avenue Concord,Concord,764.7,-33.858436,151.110142,True,8,normal,R2,False,False,True,True,,True
1 Links Avenue Concord,Concord,822.4,-33.852095,151.101686,True,7,normal,R2,False,False,True,True,,True
1 Ludgate Street Concord,Concord,799.1,-33.858795,151.101499,True,8,normal,R2,False,False,True,True,,True
1 Majors Bay Road Concord,Concord,896.6,-33.859128,151.104141,False,5,normal,R3,False,False,False,False,wrong_zone:R3,False
1 Marceau Drive Concord,Concord,981.1,-33.859285,151.116277,True,28,normal,R2,False,False,True,True,,True
1 Noble Street Concord,Concord,868.5,-33.852423,151.105609,True,6,normal,R2,False,False,True,True,,True
1 Norman Street Concord,Concord,1013.1,-33.845397,151.102272,True,6,normal,R2,False,False,True,True,,True
1 Parramatta Road Concord,Concord,834.8,-33.868926,151.107549,True,6,normal,MU1,False,False,False,False,wrong_zone:MU1,False
1 Rhonda Place Concord,Concord,651.5,-33.85846,151.106249,False,5,normal,R2,False,False,True,True,,True
1 Richards Place Concord,Concord,939.2,-33.859702,151.106754,True,30,normal,R2,False,False,True,True,,True
1 Rickard Street Concord,Concord,571.5,-33.846353,151.104101,True,6,normal,R2,False,False,True,True,,True
1 Riverview Street Concord,Concord,860.5,-33.850339,151.112068,True,7,normal,R2,False,False,True,True,,True
1 Rose Avenue Concord,Concord,666.0,-33.860639,151.102155,True,7,normal,R2,False,False,True,True,,True
1 Salt Street Concord,Concord,641.4,-33.858803,151.113737,True,8,normal,R2,False,False,True,True,,True
1 Shackel Avenue Concord,Concord,812.0,-33.858977,151.101771,True,8,normal,R2,False,False,True,True,,True
1 Shipham Street Concord,Concord,798.4,-33.853123,151.10666,True,7,normal,R2,False,False,True,True,,True
1 Smythes Street Concord,Concord,597.1,-33.852943,151.104643,True,8,normal,R3,False,False,False,False,wrong_zone:R3,False
1 Spring Street Concord,Concord,721.6,-33.855058,151.105415,True,8,normal,R3,False,False,False,False,wrong_zone:R3,False
1 Sydney Street Concord,Concord,598.8,-33.863342,151.097977,True,6,normal,R2,False,False,True,True,,True
1 Tennyson Road Concord,Concord,519.3,-33.845344,151.107163,True,8,normal,R2,False,False,True,True,,True
1 Tremere Street Concord,Concord,754.6,-33.859008,151.112576,True,7,normal,R2,False,False,True,True,,True
1 Turner Avenue Concord,Concord,872.0,-33.84724,151.105556,False,5,normal,R2,False,False,True,True,,True
1 View Street Concord,Concord,949.1,-33.856345,151.111725,True,11,normal,R2,False,False,True,True,,True
1 Ward Street Concord,Concord,483.5,-33.860272,151.113539,True,6,normal,R2,False,False,True,True,,True
10 Addison Avenue Concord,Concord,1002.4,-33.862789,151.101363,False,5,normal,R2,False,False,True,True,,True
10 Albion Street Concord,Concord,800.8,-33.850711,151.109909,False,5,normal,R2,False,False,True,True,,True
10 Alexandra Street Concord,Concord,645.6,-33.864658,151.1,False,5,normal,R2,False,False,True,True,,True
10 Alton Avenue Concord,Concord,1209.6,-33.860977,151.095034,True,10,normal,R2,False,False,True,True,,True
10 Anderson Road Concord,Concord,1218.6,-33.851869,151.105986,False,5,normal,R2,False,False,True,True,,True
10 Archer Street Concord,Concord,817.7,-33.850808,151.105258,False,5,normal,R2,False,False,True,True,,True
10 Augusta Street Concord,Concord,790.7,-33.847459,151.103445,False,5,normal,R2,False,False,True,True,,True
10 Barton Street Concord,Concord,1021.5,-33.847602,151.106165,False,5,normal,R2,False,False,True,True,,True
10 Bertram Street Concord,Concord,589.9,-33.844245,151.106886,False,5,normal,R2,False,False,True,True,,True
10 Braddon Street Concord,Concord,887.4,-33.845293,151.104972,True,8,normal,R2,False,False,True,True,,True
10 Brays Road Concord,Concord,1276.5,-33.84861,151.110407,False,5,normal,R2,False,False,True,True,,True
10 Brewer Street Concord,Concord,737.5,-33.85346,151.106216,False,5,normal,R3,False,False,False,False,wrong_zone:R3,False
10 Broughton Street Concord,Concord,1218.3,-33.866992,151.103032,False,5,normal,R2,False,False,True,True,,True
10 Burton Street Concord,Concord,1099.9,-33.868266,151.106902,False,5,normal,R3,False,False,False,False,wrong_zone:R3,False
10 Churchill Crescent Concord,Concord,758.7,-33.856111,151.099344,True,10,normal,R2,False,False,True,True,,True
10 Correys Avenue Concord,Concord,747.2,-33.853772,151.101491,False,5,normal,R2,False,False,True,True,,True
10 Creewood Street Concord,Concord,700.4,-33.862062,151.094848,True,7,normal,R2,False,False,True,True,,True
10 Davidson Avenue Concord,Concord,702.0,-33.85468,151.101801,True,7,normal,R2,False,False,True,True,,True
10 Deakin Street Concord,Concord,1203.5,-33.844179,151.103213,True,6,normal,R2,False,False,True,True,,True
10 Duke Avenue Concord,Concord,748.4,-33.858247,151.11395,True,6,normal,R2,False,False,True,True,,True
10 Durham Street Concord,Concord,850.5,-33.86049,151.116005,True,27,normal,R2,False,False,True,True,,True
10 Edith Avenue Concord,Concord,701.0,-33.860788,151.111863,False,5,normal,R2,False,False,True,True,,True
10 Empire Avenue Concord,Concord,847.9,-33.856826,151.111948,True,6,normal,R2,False,False,True,True,,True
10 Evelyn Avenue Concord,Concord,651.1,-33.862428,151.110105,False,5,normal,R2,False,False,True,True,,True
10 Fairview Street Concord,Concord,858.4,-33.858957,151.10031,True,6,normal,R2,False,False,True,True,,True
10 Finch Avenue Concord,Concord,632.7,-33.863043,151.109677,False,5,normal,R2,False,False,True,True,,True
10 Gloucester Street Concord,Concord,813.8,-33.848202,151.104014,False,5,normal,R2,False,False,True,True,,True
10 High Street Concord,Concord,1015.3,-33.857915,151.099995,True,7,normal,R2,False,False,True,True,,True
10 Homedale Avenue Concord,Concord,903.8,-33.860044,151.094794,False,5,normal,R2,False,False,True,True,,True
10 Jones Street Concord,Concord,879.0,-33.858865,151.104878,False,5,normal,R3,False,False,False,False,wrong_zone:R3,False
10 Keppel Avenue Concord,Concord,853.8,-33.863342,151.095652,False,5,normal,R2,False,False,True,True,,True
10 Kingston Avenue Concord,Concord,959.2,-33.846627,151.10576,False,5,normal,R2,False,False,True,True,,True
10 La Mascotte Avenue Concord,Concord,811.1,-33.859761,151.109592,False,5,normal,R2,False,False,True,True,,True
10 Leigh Avenue Concord,Concord,879.9,-33.864083,151.09857,True,7,normal,R2,False,False,True,True,,True
10 Loftus Street Concord,Concord,749.0,-33.867063,151.108677,False,5,normal,R2,False,False,True,True,,True
10 Ludgate Street Concord,Concord,593.2,-33.858016,151.100613,True,6,normal,R2,False,False,True,True,,True
10 Macnamara Avenue Concord,Concord,657.3,-33.861198,151.096821,True,6,normal,R2,False,False,True,True,,True
10 Marceau Drive Concord,Concord,859.6,-33.859735,151.116242,True,12,normal,R2,False,False,True,True,,True
10 Nicholas Avenue Concord,Concord,609.8,-33.860402,151.109085,True,6,normal,R2,False,False,True,True,,True
10 Norman Street Concord,Concord,795.2,-33.845924,151.102514,False,5,normal,R2,False,False,True,True,,True
10 Rhonda Place Concord,Concord,691.0,-33.858401,151.107399,True,6,normal,R2,False,False,True,True,,True
10 Riverview Street Concord,Concord,824.2,-33.849957,151.111299,False,5,normal,R2,False,False,True,True,,True
10 Salisbury Street Concord,Concord,789.2,-33.862572,151.106406,False,5,normal,R3,False,False,False,False,wrong_zone:R3,False
10 Salt Street Concord,Concord,969.2,-33.858381,151.112883,True,6,normal,R2,False,False,True,True,,True
10 Sanders Parade Concord,Concord,752.6,-33.856517,151.113413,False,5,normal,R2,False,False,True,True,,True
1 Burke Street Concord West,Concord West,614.4,-33.847381,151.088699,True,7,normal,R2,False,False,True,True,,True
1 Castlestead Street Concord West,Concord West,707.8,-33.842126,151.088105,True,7,normal,R2,False,False,True,True,,True
1 Colane Street Concord West,Concord West,964.3,-33.841657,151.093543,True,6,normal,R2,False,False,True,True,,True
1 Concord Avenue Concord West,Concord West,772.4,-33.845682,151.088471,True,7,normal,R2,False,False,True,True,,True
1 Consett Street Concord West,Concord West,847.2,-33.855746,151.089245,True,17,normal,R2,False,False,True,True,,True
1 Fremont Street Concord West,Concord West,930.8,-33.835641,151.090404,True,7,normal,R2,False,False,True,True,,True
1 Hospital Road Concord West,Concord West,871.3,-33.837309,151.090994,True,7,normal,R2,False,False,True,True,,True
1 Iandra Street Concord West,Concord West,827.1,-33.842567,151.094008,True,6,normal,R2,False,False,True,True,,True
1 Myall Street Concord West,Concord West,792.1,-33.844343,151.094929,True,8,normal,R2,False,False,True,True,,True
1 Phoenix Avenue Concord West,Concord West,518.9,-33.836584,151.088617,True,6,normal,R2,False,False,True,True,,True
1 The Drive Concord West,Concord West,917.6,-33.843428,151.09443,True,7,normal,R2,False,False,True,True,,True
1 Tulloch Avenue Concord West,Concord West,852.4,-33.835851,151.089592,True,6,normal,R2,False,False,True,True,,True
1 Wilga Street Concord West,Concord West,990.7,-33.845289,151.095402,True,7,normal,R2,False,False,True,True,,True
10 Castlestead Street Concord West,Concord West,1006.0,-33.841473,151.087376,False,5,normal,R2,False,False,True,True,,True
10 Consett Street Concord West,Concord West,927.3,-33.85529,151.088625,False,5,normal,R2,False,False,True,True,,True
10 Harrison Avenue Concord West,Concord West,1044.7,-33.837302,151.086789,True,6,normal,R2,False,False,True,True,,True
10 Killoola Street Concord West,Concord West,964.0,-33.836639,151.089397,False,5,normal,R2,False,False,True,True,,True
10 Mackenzie Street Concord West,Concord West,772.2,-33.855129,151.089726,True,6,normal,R2,False,False,True,True,,True
10 Nirranda Street Concord West,Concord West,769.0,-33.847128,151.095457,False,5,normal,R2,False,False,True,True,,True
10 Phoenix Avenue Concord West,Concord West,885.6,-33.836262,151.087518,False,5,normal,R2,False,False,True,True,,True
10 Quandong Place Concord West,Concord West,668.6,-33.848378,151.09439,True,6,normal,R2,False,False,True,True,,True
10 Wilga Street Concord West,Concord West,871.6,-33.846153,151.095155,False,5,normal,R2,False,False,True,True,,True
102 Queen Street Concord West,Concord West,726.9,-33.846088,151.085827,False,5,normal,R3,False,False,False,False,wrong_zone:R3,False
104 Queen Street Concord West,Concord West,760.5,-33.845978,151.085831,False,5,normal,R3,False,False,False,False,wrong_zone:R3,False
108 Queen Street Concord West,Concord West,796.2,-33.84576,151.085838,False,5,normal,R3,False,False,False,False,wrong_zone:R3,False
11 Burke Street Concord West,Concord West,823.2,-33.846777,151.088569,True,6,normal,R2,False,False,True,True,,True
11 Fremont Street Concord West,Concord West,787.5,-33.836132,151.090999,False,5,normal,R2,False,False,True,True,,True
11 Hospital Road Concord West,Concord West,908.9,-33.837746,151.090431,False,5,normal,R2,False,False,True,True,,True
11 Loch Maree Parade Concord West,Concord West,704.4,-33.834373,151.08942,False,5,normal,R2,False,False,True,True,,True
11 Merville Street Concord West,Concord West,879.5,-33.83701,151.089633,False,5,normal,R2,False,False,True,True,,True
11 Nirranda Street Concord West,Concord West,861.5,-33.846623,151.095174,False,5,normal,R2,False,False,True,True,,True
11 Quandong Place Concord West,Concord West,654.6,-33.848054,151.09407,True,7,normal,R3,False,False,False,False,wrong_zone:R3,False
11 Stuart Street Concord West,Concord West,1645.5,-33.848682,151.087429,True,6,normal,R3,False,False,False,False,wrong_zone:R3,False
11 Wilga Street Concord West,Concord West,865.9,-33.845702,151.094805,True,7,normal,R2,False,False,True,True,,True
11 Wunda Road Concord West,Concord West,1276.2,-33.844613,151.087916,True,6,normal,R2,False,False,True,True,,True
114 Queen Street Concord West,Concord West,774.7,-33.845331,151.085877,True,6,normal,R2,False,False,True,True,,True
118 Queen Street Concord West,Concord West,799.1,-33.845112,151.085828,False,5,normal,R2,False,False,True,True,,True
12 Bangalla Road Concord West,Concord West,1017.2,-33.844222,151.088012,True,6,normal,R2,False,False,True,True,,True
12 Boronia Street Concord West,Concord West,1098.3,-33.840868,151.090905,False,5,normal,R2,False,False,True,True,,True
12 Castlestead Street Concord West,Concord West,1029.5,-33.841451,151.087215,False,5,normal,R2,False,False,True,True,,True
12 Consett Street Concord West,Concord West,966.5,-33.855157,151.088592,False,5,normal,R2,False,False,True,True,,True
12 Currawang Street Concord West,Concord West,864.8,-33.838963,151.0916,False,5,normal,R2,False,False,True,True,,True
12 Harrison Avenue Concord West,Concord West,1148.7,-33.837134,151.086779,False,5,normal,R2,False,False,True,True,,True
12 Loch Maree Parade Concord West,Concord West,834.8,-33.835104,151.089514,False,5,normal,R2,False,False,True,True,,True
12 Mepunga Street Concord West,Concord West,864.0,-33.849374,151.094065,False,5,normal,R2,False,False,True,True,,True
12 Merville Street Concord West,Concord West,915.6,-33.837462,151.090085,False,5,normal,R2,False,False,True,True,,True
12 Moala Street Concord West,Concord West,686.8,-33.841784,151.091641,True,6,normal,R2,False,False,True,True,,True
12 Nirranda Street Concord West,Concord West,739.2,-33.847192,151.095329,False,5,normal,R2,False,False,True,True,,True
12 Nullawarra Avenue Concord West,Concord West,731.3,-33.84779,151.095306,True,8,normal,R2,False,False,True,True,,True
12 Quandong Place Concord West,Concord West,678.5,-33.848428,151.094219,True,6,normal,R2,False,False,True,True,,True
12 Wallaroy Street Concord West,Concord West,1014.2,-33.841014,151.086951,True,6,normal,R2,False,False,True,True,,True
12 Wilga Street Concord West,Concord West,921.0,-33.846145,151.094955,True,7,normal,R2,False,False,True,True,,True
12-16 Burke Street Concord West,Concord West,1893.8,-33.84702,151.08788,True,9,normal,R3,False,False,False,False,wrong_zone:R3,False
122 Queen Street Concord West,Concord West,1062.9,-33.844875,151.085814,False,5,normal,R2,False,False,True,True,,True
13 Currawang Street Concord West,Concord West,912.4,-33.838605,151.091048,False,5,normal,R2,False,False,True,True,,True
13 Fremont Street Concord West,Concord West,850.0,-33.836227,151.091101,False,5,normal,R2,False,False,True,True,,True
13 Hospital Road Concord West,Concord West,895.0,-33.83783,151.090318,False,5,normal,R2,False,False,True,True,,True
13 Mepunga Street Concord West,Concord West,849.2,-33.848769,151.094107,False,5,normal,R2,False,False,True,True,,True
13 Nirranda Street Concord West,Concord West,865.9,-33.846654,151.095011,True,7,normal,R2,False,False,True,True,,True
13 Quandong Place Concord West,Concord West,629.2,-33.848163,151.093832,True,8,normal,R3,False,False,False,False,wrong_zone:R3,False
13 Stuart Street Concord West,Concord West,1690.6,-33.848773,151.087267,True,6,normal,R3,False,False,False,False,wrong_zone:R3,False
13 The Drive Concord West,Concord West,969.2,-33.843904,151.093547,True,6,normal,R2,False,False,True,True,,True
13 Wilga Street Concord West,Concord West,887.7,-33.845745,151.094646,False,5,normal,R2,False,False,True,True,,True
13 Wunda Road Concord West,Concord West,1372.5,-33.844589,151.087741,True,6,normal,R2,False,False,True,True,,True
136 Queen Street Concord West,Concord West,1009.2,-33.843897,151.085769,False,5,normal,R2,False,False,True,True,,True
138 Queen Street Concord West,Concord West,1040.7,-33.843758,151.085769,False,5,normal,R2,False,False,True,True,,True
14 Bangalla Road Concord West,Concord West,1000.0,-33.8442,151.087853,True,6,normal,R2,False,False,True,True,,True
14 Cavendish Street Concord West,Concord West,646.2,-33.846834,151.086753,True,6,normal,R3,False,False,False,False,wrong_zone:R3,False
14 Consett Street Concord West,Concord West,959.2,-33.855021,151.088559,False,5,normal,R2,False,False,True,True,,True
14 Coonong Road Concord West,Concord West,562.7,-33.843046,151.08756,True,7,normal,R2,False,False,True,True,,True
14 Fremont Street Concord West,Concord West,931.0,-33.836689,151.09077,True,6,normal,R2,False,False,True,True,,True
14 Harrison Avenue Concord West,Concord West,1079.8,-33.837041,151.08668,False,5,normal,R2,False,False,True,True,,True
14 Hospital Road Concord West,Concord West,915.0,-33.838308,151.090729,False,5,normal,R2,False,False,True,True,,True
14 Loch Maree Parade Concord West,Concord West,901.4,-33.835016,151.08942,False,5,normal,R2,False,False,True,True,,True
14 Mackenzie Street Concord West,Concord West,756.5,-33.854901,151.089668,True,6,normal,R2,False,False,True,True,,True
14 Merville Street Concord West,Concord West,920.3,-33.837529,151.089996,False,5,normal,R2,False,False,True,True,,True
14 Myall Street Concord West,Concord West,869.8,-33.845348,151.094499,False,5,normal,R2,False,False,True,True,,True
14 The Drive Concord West,Concord West,957.5,-33.844515,151.093933,True,6,normal,R2,False,False,True,True,,True
14 Victoria Avenue Concord West,Concord West,880.3,-33.848393,151.087691,False,5,normal,R3,False,False,False,False,wrong_zone:R3,False
144 Queen Street Concord West,Concord West,1028.7,-33.843362,151.085803,True,6,normal,R2,False,False,True,True,,True
14A Mackenzie Street Concord West,Concord West,830.8,-33.854786,151.08964,True,6,normal,R2,False,False,True,True,,True
14A Moala Street Concord West,Concord West,943.7,-33.842035,151.091663,True,10,normal,R2,False,False,True,True,,True
14B Mackenzie Street Concord West,Concord West,757.8,-33.854672,151.089659,False,5,normal,R2,False,False,True,True,,True
15 Castlestead Street Concord West,Concord West,999.5,-33.842088,151.086885,True,9,normal,R2,False,False,True,True,,True
15 Cavendish Street Concord West,Concord West,768.9,-33.846796,151.087456,False,5,normal,R3,False,False,False,False,wrong_zone:R3,False
15 Colane Street Concord West,Concord West,876.7,-33.842152,151.092621,True,7,normal,R2,False,False,True,True,,True
15 Currawang Street Concord West,Concord West,857.8,-33.838689,151.090936,False,5,normal,R2,False,False,True,True,,True
15 Mepunga Street Concord West,Concord West,894.8,-33.848763,151.093944,True,6,normal,R2,False,False,True,True,,True
15 Moala Street Concord West,Concord West,1060.3,-33.841402,151.091039,False,5,normal,R2,False,False,True,True,,True
15 Quandong Place Concord West,Concord West,673.5,-33.848284,151.093618,True,8,normal,R3,False,False,False,False,wrong_zone:R3,False
15 Stuart Street Concord West,Concord West,1700.0,-33.84881,151.087105,True,7,normal,R3,False,False,False,False,wrong_zone:R3,False
15 The Drive Concord West,Concord West,988.4,-33.843966,151.093435,True,6,normal,R2,False,False,True,True,,True
15 Wilga Street Concord West,Concord West,881.0,-33.845815,151.094523,False,5,normal,R2,False,False,True,True,,True
151 Queen Street Concord West,Concord West,961.0,-33.855369,151.088164,False,5,normal,R2,False,False,True,True,,True
152 Queen Street Concord West,Concord West,1009.0,-33.842812,151.085774,False,5,normal,R2,False,False,True,True,,True
155 Queen Street Concord West,Concord West,997.0,-33.855099,151.088097,False,5,normal,R2,False,False,True,True,,True
157 Queen Street Concord West,Concord West,968.4,-33.854964,151.088064,False,5,normal,R2,False,False,True,True,,True
158 Queen Street Concord West,Concord West,1022.8,-33.842361,151.085787,False,5,normal,R2,False,False,True,True,,True
159 Queen Street Concord West,Concord West,1000.7,-33.85483,151.088031,False,5,normal,R2,False,False,True,True,,True
16 Bangalla Road Concord West,Concord West,1018.9,-33.844177,151.087692,True,6,normal,R2,False,False,True,True,,True
1 Barney Street Drummoyne,Drummoyne,649.6,-33.85775,151.146757,True,11,normal,R2,False,False,True,True,,True
1 Bradley Street Drummoyne,Drummoyne,1137.0,-33.854628,151.145769,True,9,normal,R2,False,False,True,True,,True
1 Day Street Drummoyne,Drummoyne,870.5,-33.853825,151.160769,True,6,normal,R3,False,False,False,False,wrong_zone:R3,False
1 Dening Street Drummoyne,Drummoyne,819.8,-33.854245,151.148627,True,10,normal,R2,False,False,True,True,,True
1 Duncan Street Drummoyne,Drummoyne,902.1,-33.858598,151.155287,True,14,normal,R2,False,False,True,True,,True
1 Gears Avenue Drummoyne,Drummoyne,594.5,-33.85624,151.145811,True,6,normal,R2,False,False,True,True,,True
1 Henricks Avenue Drummoyne,Drummoyne,959.4,-33.846531,151.150535,True,8,normal,R3,False,False,False,False,wrong_zone:R3,False
1 Hinkler Court Drummoyne,Drummoyne,799.1,-33.847608,151.150298,True,10,normal,R3,False,False,False,False,wrong_zone:R3,False
1 Marlborough Street Drummoyne,Drummoyne,486.0,-33.851228,151.15276,False,5,normal,R3,False,False,False,False,wrong_zone:R3,False
1 Moore Street Drummoyne,Drummoyne,748.5,-33.854851,151.147692,True,9,normal,R2,False,False,True,True,,True
1 Napier Street Drummoyne,Drummoyne,1265.6,-33.849067,151.156911,True,8,normal,R3,False,False,False,False,wrong_zone:R3,False
1 Plunkett Street Drummoyne,Drummoyne,747.3,-33.856469,151.151933,True,8,normal,R2,False,False,True,True,,True
1 Raymond Avenue Drummoyne,Drummoyne,688.3,-33.845639,151.147155,True,11,normal,R2,False,False,True,True,,True
1 South Street Drummoyne,Drummoyne,708.4,-33.859008,151.156137,True,7,normal,R2,False,False,True,True,,True
1 St Georges Crescent Drummoyne,Drummoyne,1170.6,-33.854207,151.161599,False,5,normal,R3,False,False,False,False,wrong_zone:R3,False
1 Therry Lane Drummoyne,Drummoyne,726.2,-33.855615,151.155296,True,12,normal,R3,False,False,False,False,wrong_zone:R3,False
1 Therry Street Drummoyne,Drummoyne,537.8,-33.855945,151.155783,True,7,normal,R3,False,False,False,False,wrong_zone:R3,False
1 Thornley Street Drummoyne,Drummoyne,825.5,-33.8548,151.161289,True,21,normal,R3,False,False,False,False,wrong_zone:R3,False
1 Tranmere Street Drummoyne,Drummoyne,1360.2,-33.857775,151.155444,True,7,normal,R3,False,False,False,False,wrong_zone:R3,False
1 Ullathorne Street Drummoyne,Drummoyne,929.6,-33.858141,151.151098,False,5,normal,R2,False,False,True,True,,True
10 Alexandra Street Drummoyne,Drummoyne,1112.9,-33.853006,151.159696,False,5,normal,R3,False,False,False,False,wrong_zone:R3,False
10 Bowman Street Drummoyne,Drummoyne,535.4,-33.852186,151.154047,False,5,normal,R3,False,False,False,False,wrong_zone:R3,False
10 Burnell Street Drummoyne,Drummoyne,704.1,-33.860403,151.149665,False,5,normal,R2,False,False,True,True,,True
10 Clements Street Drummoyne,Drummoyne,905.5,-33.859988,151.149159,True,6,normal,R2,False,False,True,True,,True
10 College Street Drummoyne,Drummoyne,1704.0,-33.854797,151.156569,True,10,normal,R3,False,False,False,False,wrong_zone:R3,False
10 Dening Street Drummoyne,Drummoyne,690.7,-33.853783,151.149023,True,8,normal,R2,False,False,True,True,,True
10 Duncan Street Drummoyne,Drummoyne,588.5,-33.858247,151.154928,True,9,normal,R2,False,False,True,True,,True
10 Gears Avenue Drummoyne,Drummoyne,544.6,-33.855347,151.145566,False,5,normal,R2,False,False,True,True,,True
10 Gipps Street Drummoyne,Drummoyne,661.2,-33.859236,151.151161,False,5,normal,R2,False,False,True,True,,True
10 Janet Street Drummoyne,Drummoyne,734.9,-33.859842,151.148157,False,5,normal,R2,False,False,True,True,,True
10 Millar Street Drummoyne,Drummoyne,806.6,-33.859795,151.150208,True,7,normal,R2,False,False,True,True,,True
10 Polding Street Drummoyne,Drummoyne,667.4,-33.854567,151.151864,True,7,normal,R2,False,False,True,True,,True
10 Renwick Street Drummoyne,Drummoyne,564.8,-33.853815,151.158774,False,5,normal,R2,False,False,True,True,,True
10 Richards Avenue Drummoyne,Drummoyne,744.7,-33.858772,151.148091,False,5,normal,R2,False,False,True,True,,True
10 Seymour Street Drummoyne,Drummoyne,1140.6,-33.848578,151.153297,True,7,normal,R3,False,False,False,False,wrong_zone:R3,False
10 The Parade Drummoyne,Drummoyne,479.7,-33.853164,151.144394,False,5,normal,R2,False,False,True,True,,True
10 Thompson Street Drummoyne,Drummoyne,588.5,-33.858393,151.154799,False,5,normal,R2,False,False,True,True,,True
10 Ullathorne Street Drummoyne,Drummoyne,458.2,-33.857809,151.151433,True,7,normal,R2,False,False,True,True,,True
10 Wrights Road Drummoyne,Drummoyne,850.9,-33.849479,151.154546,False,5,normal,R3,False,False,False,False,wrong_zone:R3,False
100 Gipps Street Drummoyne,Drummoyne,991.3,-33.854454,151.146824,True,6,normal,R2,False,False,True,True,,True
101 Gipps Street Drummoyne,Drummoyne,584.4,-33.854925,151.146383,False,5,normal,R2,False,False,True,True,,True
101 Lyons Road Drummoyne,Drummoyne,998.2,-33.85393,151.150858,False,5,normal,R2,False,False,True,True,,True
101 St Georges Crescent Drummoyne,Drummoyne,681.6,-33.848731,151.156704,False,5,normal,R3,False,False,False,False,wrong_zone:R3,False
101A St Georges Crescent Drummoyne,Drummoyne,1394.2,-33.848628,151.1565,True,8,normal,R3,False,False,False,False,wrong_zone:R3,False
102 Thompson Street Drummoyne,Drummoyne,662.9,-33.852767,151.149538,True,7,normal,R2,False,False,True,True,,True
102B Lower St Georges Crescent Drummoyne,Drummoyne,1156.6,-33.847344,151.155651,True,6,normal,R3,False,False,False,False,wrong_zone:R3,False
103 Gipps Street Drummoyne,Drummoyne,591.4,-33.854847,151.146311,False,5,normal,R2,False,False,True,True,,True
104 Gipps Street Drummoyne,Drummoyne,768.5,-33.854338,151.146743,True,7,normal,R2,False,False,True,True,,True
105 Gipps Street Drummoyne,Drummoyne,592.9,-33.854768,151.146238,False,5,normal,R2,False,False,True,True,,True
105 Lyons Road Drummoyne,Drummoyne,520.0,-33.854041,151.15069,False,5,normal,R2,False,False,True,True,,True
107 Gipps Street Drummoyne,Drummoyne,591.7,-33.854712,151.146136,True,6,normal,R2,False,False,True,True,,True
107 St Georges Crescent Drummoyne,Drummoyne,1177.5,-33.84851,151.155932,False,5,normal,R3,False,False,False,False,wrong_zone:R3,False
108 Thompson Street Drummoyne,Drummoyne,647.1,-33.852539,151.149265,False,5,normal,R2,False,False,True,True,,True
11 Alexandra Street Drummoyne,Drummoyne,536.9,-33.853427,151.159151,False,5,normal,R3,False,False,False,False,wrong_zone:R3,False
11 Collingwood Street Drummoyne,Drummoyne,1017.5,-33.849147,151.154912,True,6,normal,R3,False,False,False,False,wrong_zone:R3,False
11 Cometrowe Street Drummoyne,Drummoyne,667.2,-33.853019,151.150237,False,5,normal,R2,False,False,True,True,,True
11 Henley Street Drummoyne,Drummoyne,456.1,-33.857069,151.15098,False,5,normal,R2,False,False,True,True,,True
11 Marlborough Street Drummoyne,Drummoyne,774.5,-33.850971,151.152453,True,7,normal,R3,False,False,False,False,wrong_zone:R3,False
11 Napier Street Drummoyne,Drummoyne,949.3,-33.849048,151.155574,True,6,normal,R3,False,False,False,False,wrong_zone:R3,False
11 Polding Street Drummoyne,Drummoyne,802.0,-33.855813,151.150961,True,17,normal,R2,False,False,True,True,,True
11 Richards Avenue Drummoyne,Drummoyne,722.5,-33.859292,151.148369,False,5,normal,R2,False,False,True,True,,True
11 Tavistock Street Drummoyne,Drummoyne,458.7,-33.849664,151.152785,True,10,normal,R3,False,False,False,False,wrong_zone:R3,False
11 Thompson Street Drummoyne,Drummoyne,669.8,-33.858582,151.154126,True,6,normal,R2,False,False,True,True,,True
11 Westbourne Street Drummoyne,Drummoyne,687.4,-33.847973,151.151506,False,5,normal,R3,False,False,False,False,wrong_zone:R3,False
11 Wolseley Street Drummoyne,Drummoyne,1185.6,-33.846735,151.15401,True,6,normal,R3,False,False,False,False,wrong_zone:R3,False
110 Thompson Street Drummoyne,Drummoyne,665.3,-33.852455,151.149185,False,5,normal,R2,False,False,True,True,,True
111 Gipps Street Drummoyne,Drummoyne,640.2,-33.854568,151.145954,False,5,normal,R2,False,False,True,True,,True
111 Lyons Road Drummoyne,Drummoyne,482.2,-33.854113,151.15053,True,7,normal,E1,False,False,False,False,wrong_zone:E1,False
111 St Georges Crescent Drummoyne,Drummoyne,1163.8,-33.848384,151.155622,True,6,normal,R3,False,False,False,False,wrong_zone:R3,False
112 Henley Marine Drive Drummoyne,Drummoyne,492.3,-33.859858,151.151691,True,6,normal,R2,False,False,True,True,,True
112 Thompson Street Drummoyne,Drummoyne,613.8,-33.852303,151.148904,True,6,normal,R2,False,False,True,True,,True
112A Gipps Street Drummoyne,Drummoyne,544.4,-33.85402,151.146414,True,6,normal,R2,False,False,True,True,,True
113 St Georges Crescent Drummoyne,Drummoyne,545.0,-33.848224,151.155544,True,6,normal,R3,False,False,False,False,wrong_zone:R3,False
114 Gipps Street Drummoyne,Drummoyne,596.5,-33.853845,151.146209,False,5,normal,R2,False,False,True,True,,True
